DATE,Construction,Legal,CustomerService,Architecture,Community_SocialService,ScientificResearch_Development,Security_PublicSafety,Driving,LogisticsSupport,Dental,Admininstrative,Productions_Manufacturing,Loading_Stocking,Childcare,Nursing,Insurance,MedicalTechnician,Marketing,ITOperations_Helpdesk,Installation_Maintenance,MedicalInformation,Retail,IndustrialEngineering,ProjectManagement,Accounting,Mathematics,Banking_Finance,PersonalCare_HomeHealth,Sports,CilvilEngineering,Management,Media_Communication,ElectricalEngineering,Education_Instruction,InformationDesign_Documentation,Hospitality_Tourism,FoodPreparation_Service,HumanResource,Therapy,Beauty_Wellness,Veterinary,Physicians_Surgeons,Cleaning_Sanitation,SoftwareDevelopment,Sales,Arts_Entertainment
2020-02-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2020-02-02,99.53,99.95,100.05,99.93,100.04,100.01,99.83,99.39,99.61,100.23,99.87,99.81,99.76,99.44,99.84,100.24,100.01,100.0,99.89,99.99,100.07,99.66,99.88,99.96,99.84,99.82,100.11,100.23,99.81,99.91,100.17,99.78,99.99,100.18,99.62,100.01,99.8,99.72,100.03,99.82,99.9,100.22,99.88,99.75,99.83,99.56
2020-02-03,99.17,99.93,100.19,99.89,100.14,100.02,99.65,98.84,99.19,100.43,99.91,99.7,99.63,98.9,99.72,100.52,100.07,100.04,99.82,100.12,100.2,99.14,99.74,99.95,99.68,99.48,100.16,100.47,99.59,99.92,100.33,99.54,99.95,100.33,99.44,100.02,99.67,99.7,100.01,99.69,99.9,100.41,99.89,99.55,99.71,99.18
2020-02-04,98.79,99.96,100.35,99.81,100.22,100.05,99.46,98.49,98.73,100.66,99.85,99.67,99.59,98.87,99.68,100.79,100.1,100.09,99.68,100.25,100.25,99.02,99.48,99.88,99.51,99.26,100.05,100.81,99.34,99.98,100.49,99.26,99.94,100.6,99.2,100.16,99.5,99.74,99.86,99.7,99.87,100.41,99.83,99.3,99.65,98.72
2020-02-05,98.57,99.9,100.55,99.87,100.21,100.08,99.25,97.31,98.5,100.83,99.83,99.71,99.61,98.89,99.6,101.19,100.04,100.18,99.67,100.48,100.27,98.93,99.4,99.84,99.47,99.17,100.19,101.09,99.31,100.07,100.75,99.24,99.96,100.85,99.05,100.56,99.38,99.85,99.45,98.81,100.16,100.58,99.77,99.23,99.62,98.47
2020-02-06,98.31,99.8,100.77,99.93,100.25,100.09,98.97,96.28,98.23,100.98,99.89,99.7,99.78,98.93,99.66,101.34,100.06,100.27,99.64,100.69,100.29,98.7,99.29,99.8,99.54,99.17,100.25,101.32,99.2,100.12,101.03,99.34,99.98,101.08,98.88,100.71,99.31,99.93,99.42,98.71,101.09,100.74,99.71,99.13,99.58,98.28
2020-02-07,98.08,99.66,100.76,99.73,100.29,100.15,98.69,95.56,97.85,100.97,99.9,99.72,99.79,98.9,99.63,101.51,100.06,100.35,99.57,100.49,100.34,98.43,99.18,99.73,99.41,99.33,100.22,101.71,99.08,100.06,100.87,99.44,99.97,101.27,98.72,100.27,99.18,99.93,99.31,98.53,101.95,100.83,99.62,99.02,99.51,98.19
2020-02-08,97.95,99.68,100.95,99.7,100.28,100.16,98.6,94.58,97.52,100.94,100.06,99.78,100.37,98.81,99.64,101.66,100.08,100.56,99.57,100.5,100.4,98.44,99.24,99.79,100.09,99.65,100.41,102.05,98.91,100.1,100.86,99.69,100.14,101.46,98.76,99.86,99.01,100.08,99.08,98.32,102.4,100.86,99.58,99.13,99.56,98.32
2020-02-09,97.82,99.6,101.01,99.63,100.15,100.14,98.41,94.19,97.1,100.65,100.17,99.81,100.62,98.65,99.62,101.76,100.07,100.71,99.56,100.48,100.4,98.41,99.27,99.77,100.28,99.95,100.34,102.23,98.78,100.17,100.84,99.94,100.29,101.54,98.77,99.44,98.81,100.12,98.81,98.13,102.72,100.82,99.48,99.22,99.61,98.47
2020-02-10,97.55,99.5,101.1,99.57,100.08,100.08,98.31,93.95,96.67,100.39,100.31,99.84,100.89,98.48,99.6,101.9,100.08,101.0,99.56,100.41,100.4,98.66,99.33,99.81,100.56,100.51,101.05,102.42,98.76,100.25,100.86,100.29,100.5,101.63,98.86,99.09,98.61,100.21,98.56,97.9,103.03,100.82,99.32,99.34,99.64,98.68
2020-02-11,97.28,99.32,101.21,99.6,99.97,99.96,98.22,94.08,96.37,100.08,100.44,99.83,101.11,98.39,99.55,101.89,100.01,101.23,99.48,100.33,100.4,98.65,99.36,99.77,100.74,100.92,101.69,102.6,98.71,100.28,100.88,100.84,100.66,101.64,98.86,98.71,98.41,100.22,98.39,97.6,103.38,100.91,99.26,99.41,99.69,98.96
2020-02-12,97.09,99.22,101.26,99.54,99.94,99.79,98.15,94.65,96.01,99.75,100.39,99.86,101.29,98.41,99.58,102.0,100.04,101.39,99.31,100.23,100.77,98.68,99.29,99.69,100.8,101.26,102.29,102.7,98.36,100.4,100.89,101.12,100.77,101.69,98.71,98.35,98.27,100.12,98.22,97.43,103.86,100.78,99.18,99.38,99.69,99.07
2020-02-13,96.92,99.24,101.29,99.56,99.77,99.67,98.08,95.26,95.62,99.39,100.29,99.99,101.38,98.41,99.43,102.04,99.9,101.54,99.22,100.14,101.04,98.84,99.22,99.65,100.74,101.51,102.76,102.78,98.13,100.54,100.93,101.25,100.74,101.74,98.55,98.05,98.12,100.01,97.62,97.26,103.68,100.5,99.07,99.35,99.67,99.15
2020-02-14,96.87,99.33,101.32,99.76,99.59,99.69,98.05,96.31,95.3,99.14,100.35,100.18,101.62,98.44,99.41,102.11,99.85,101.7,99.18,100.11,101.36,98.93,99.11,99.64,100.89,101.6,103.34,102.57,97.82,100.75,100.94,101.53,100.71,101.8,98.41,97.9,98.01,99.95,97.15,97.24,103.41,100.3,99.0,99.39,99.7,99.32
2020-02-15,96.8,99.27,100.92,99.89,99.4,99.45,97.96,96.89,94.92,98.85,100.05,100.28,101.49,98.46,99.24,102.08,99.62,101.67,99.11,99.55,101.55,99.17,98.94,99.56,100.47,101.52,103.59,102.34,97.61,100.7,100.3,101.51,100.52,101.77,98.13,97.68,97.79,99.71,96.67,97.24,103.75,100.01,98.85,99.32,99.61,99.29
2020-02-16,96.81,99.31,100.55,100.02,99.33,99.44,97.93,97.39,94.71,98.75,99.93,100.48,101.55,98.56,99.14,102.1,99.53,101.71,99.07,99.04,101.81,99.44,98.84,99.59,100.39,101.59,104.21,102.17,97.37,100.86,99.69,101.66,100.47,101.81,97.97,97.56,97.73,99.62,96.27,97.22,104.19,99.77,98.75,99.33,99.53,99.39
2020-02-17,97.02,99.39,100.11,100.11,99.24,99.45,98.04,97.78,94.6,98.68,99.83,100.6,101.54,98.63,99.07,102.03,99.39,101.57,98.97,98.54,102.04,99.58,98.68,99.56,100.25,101.59,104.05,101.98,97.12,101.04,99.06,101.8,100.29,101.83,97.73,97.28,97.66,99.46,95.87,97.15,104.52,99.54,98.62,99.29,99.33,99.46
2020-02-18,97.39,99.54,99.7,100.08,99.21,99.47,98.25,98.06,94.43,98.68,99.75,100.74,101.55,98.68,99.01,102.08,99.37,101.46,98.98,98.11,102.33,99.77,98.61,99.59,100.13,101.61,103.9,101.88,97.0,101.12,98.4,101.53,100.08,101.81,97.6,97.18,97.63,99.35,95.45,97.15,104.9,99.38,98.53,99.34,99.21,99.61
2020-02-19,97.76,99.53,99.26,100.02,99.03,99.48,98.16,98.03,94.31,98.67,99.7,100.84,101.45,98.6,98.92,102.1,99.42,101.4,98.93,97.6,102.21,99.89,98.43,99.58,100.02,101.58,103.84,101.92,96.86,100.9,97.66,101.15,99.86,101.67,97.53,96.99,97.54,99.18,95.24,97.06,104.87,99.33,98.45,99.33,99.06,99.75
2020-02-20,98.16,99.43,98.83,99.91,98.99,99.45,98.18,97.71,94.23,98.66,99.56,100.89,101.16,98.61,98.86,102.17,99.46,101.33,98.92,97.12,102.12,99.94,98.29,99.59,99.66,101.6,103.72,101.89,96.85,100.61,96.95,100.85,99.75,101.55,97.52,96.79,97.48,99.0,95.03,97.0,104.88,99.33,98.4,99.34,98.99,99.86
2020-02-21,98.64,99.33,98.41,99.69,99.02,99.36,98.23,97.51,94.04,98.68,99.4,100.95,100.79,98.63,98.69,102.23,99.47,101.32,98.83,96.64,102.03,100.25,98.17,99.57,99.24,101.39,103.57,101.9,96.98,100.28,96.27,100.21,99.59,101.42,97.51,96.69,97.24,98.94,94.72,97.42,104.95,99.3,98.25,99.32,98.93,99.84
2020-02-22,99.12,99.13,98.3,99.45,99.0,99.32,98.22,97.04,93.86,98.87,99.34,100.87,100.41,98.85,98.72,102.21,99.59,101.17,98.35,96.56,102.06,100.18,97.99,99.47,98.9,101.29,103.5,102.02,97.06,100.16,96.12,99.72,99.44,101.34,97.4,96.52,97.14,98.7,94.5,97.81,104.44,99.33,98.21,99.2,98.87,99.7
2020-02-23,99.54,99.1,98.24,99.38,99.06,99.34,98.32,96.41,93.88,99.1,99.32,100.94,100.09,98.95,98.73,102.4,99.71,101.21,98.0,96.52,102.09,100.14,98.0,99.53,98.52,101.34,103.6,102.08,97.27,100.01,96.05,99.52,99.39,101.3,97.44,96.5,96.98,98.63,94.41,98.29,103.94,99.41,98.18,99.3,98.97,99.71
2020-02-24,99.94,98.94,98.19,99.32,99.03,99.26,98.22,94.97,93.79,99.23,99.31,100.98,99.98,99.04,98.7,102.61,99.83,101.28,97.69,96.45,102.16,100.08,98.02,99.59,98.37,101.38,103.78,102.16,97.41,99.73,96.01,99.31,99.37,101.25,97.49,96.6,96.84,98.54,94.26,98.86,103.39,99.42,98.13,99.41,99.13,99.6
2020-02-25,100.13,98.84,98.07,99.3,98.98,99.24,98.01,93.91,93.67,99.34,99.33,101.05,99.67,99.13,98.74,102.81,99.95,101.35,97.4,96.34,102.31,99.97,98.15,99.67,98.01,101.43,103.94,102.13,97.57,99.52,96.02,99.5,99.41,101.26,97.55,96.38,96.77,98.46,94.14,99.48,102.95,99.47,98.13,99.54,99.29,99.47
2020-02-26,100.43,98.93,97.9,99.14,99.11,99.35,98.11,92.56,93.61,99.59,99.5,101.12,99.55,99.37,98.83,102.98,100.04,101.35,97.18,96.27,102.49,99.85,98.35,99.78,98.04,101.47,104.03,102.11,97.77,99.41,96.17,99.76,99.41,101.33,97.6,96.07,96.97,98.44,94.11,100.27,102.57,99.5,98.33,99.71,99.43,99.25
2020-02-27,100.69,98.96,97.75,99.0,99.29,99.48,98.16,91.93,93.58,99.85,99.8,101.14,99.75,99.55,98.99,103.27,100.22,101.42,96.88,96.11,102.79,99.83,98.53,99.88,98.36,101.57,104.36,102.14,97.82,99.26,96.28,99.92,99.34,101.35,97.71,95.7,97.11,98.46,93.92,100.7,102.11,99.56,98.48,99.92,99.58,98.98
2020-02-28,100.86,98.95,97.63,98.91,99.47,99.63,98.2,90.96,93.8,100.12,100.06,101.07,100.1,99.7,99.22,103.24,100.35,101.45,96.71,96.01,103.01,99.71,98.73,100.04,98.76,101.88,104.62,102.26,97.85,99.16,96.35,100.24,99.37,101.42,97.82,95.34,97.47,98.37,93.92,100.52,101.48,99.64,98.74,100.18,99.74,98.77
2020-02-29,100.98,99.14,97.7,98.83,99.61,99.98,98.37,90.21,94.05,100.24,100.4,101.15,100.63,99.63,99.5,103.45,100.58,101.7,97.01,96.0,103.38,99.68,99.08,100.35,99.3,102.23,105.18,102.33,97.9,99.14,96.52,100.59,99.5,101.47,98.18,95.07,97.78,98.58,93.82,100.38,101.3,99.8,98.9,100.62,100.07,98.85
2020-03-01,101.03,99.1,97.71,98.73,99.66,100.13,98.35,89.65,94.05,100.33,100.07,101.0,100.96,99.61,99.81,103.53,100.72,101.72,97.15,95.93,103.65,99.48,99.13,100.47,99.71,102.3,105.42,102.47,97.89,99.02,96.59,100.5,99.39,101.43,98.31,94.6,98.06,98.54,93.66,100.15,101.13,99.88,99.09,100.81,100.22,98.7
2020-03-02,101.0,99.1,97.73,98.68,99.7,100.33,98.34,89.8,94.11,100.45,99.63,100.96,101.16,99.57,100.13,103.6,100.83,101.72,97.29,95.88,103.86,99.29,99.2,100.58,99.88,102.4,105.63,102.59,97.83,98.93,96.64,100.45,99.28,101.33,98.47,94.03,98.45,98.49,93.42,99.87,101.05,100.0,99.43,101.03,100.34,98.56
2020-03-03,101.13,99.16,97.86,98.68,99.64,100.54,98.32,89.73,94.13,100.43,99.18,100.88,101.58,99.68,100.26,103.72,100.69,101.7,97.45,95.81,103.96,99.08,99.15,100.65,100.28,102.44,105.9,102.73,97.81,98.78,96.61,100.35,99.21,101.17,98.63,93.75,98.6,98.4,92.76,99.59,100.83,100.02,99.56,101.19,100.4,98.32
2020-03-04,101.19,99.11,98.01,98.81,99.62,100.58,98.32,90.06,94.14,100.32,98.57,100.88,101.99,99.75,100.19,103.77,100.53,101.64,97.65,95.75,103.87,98.83,99.06,100.72,100.33,102.43,106.09,102.43,97.84,98.75,96.38,100.22,99.12,100.98,98.78,93.47,98.37,98.3,92.31,98.61,100.59,100.03,99.37,101.3,100.51,98.13
2020-03-05,101.24,99.15,98.17,98.86,99.48,100.58,98.31,89.68,94.09,100.19,98.09,100.94,102.25,99.6,99.99,103.72,100.37,101.52,97.82,95.79,103.73,98.58,98.93,100.75,100.32,102.38,106.23,102.19,97.92,98.77,96.21,100.11,99.03,100.76,98.84,93.28,98.2,98.17,92.11,98.03,100.41,100.1,99.2,101.37,100.53,98.03
2020-03-06,101.19,99.14,98.15,98.82,99.31,100.53,98.25,89.57,93.91,99.93,97.63,101.07,102.43,99.41,99.76,104.07,100.25,101.33,97.94,95.74,103.66,98.22,98.73,100.72,100.26,102.35,106.37,101.95,97.96,98.86,96.05,100.06,98.89,100.51,98.89,92.88,98.01,97.97,91.6,98.19,100.48,100.19,98.95,101.39,100.56,97.97
2020-03-07,101.19,99.25,97.98,98.85,99.3,100.45,98.05,89.21,93.84,99.75,97.17,101.2,102.63,99.32,99.44,104.34,100.06,101.2,98.01,95.71,103.46,98.08,98.54,100.68,100.21,102.31,106.59,101.74,98.08,98.92,95.97,100.02,98.78,100.3,98.89,92.45,97.84,97.84,91.27,97.72,100.69,100.17,98.78,101.37,100.55,97.84
2020-03-08,101.14,99.3,97.84,98.77,99.23,100.36,97.9,89.06,93.72,99.41,97.19,101.35,102.8,99.3,99.01,104.46,99.88,101.02,98.07,95.61,103.22,97.99,98.33,100.54,100.09,102.23,106.81,101.46,98.23,98.9,95.91,99.98,98.66,100.05,98.81,92.06,97.66,97.7,90.94,97.31,100.88,100.12,98.49,101.27,100.52,98.3
2020-03-09,101.0,99.32,97.59,98.55,99.15,100.22,97.71,88.98,93.46,98.54,97.16,101.35,102.74,99.3,98.45,104.44,99.7,100.79,97.94,95.41,102.85,97.8,97.95,100.36,99.88,102.03,107.01,101.09,98.46,98.8,95.84,99.86,98.41,99.86,98.66,91.58,97.3,97.53,90.74,96.94,100.97,99.99,98.0,101.05,100.41,98.76
2020-03-10,100.67,99.31,97.37,98.32,99.18,100.2,97.58,88.78,93.31,97.8,97.34,101.57,102.88,99.42,97.98,104.42,99.75,100.66,97.82,95.29,102.53,97.71,97.84,100.3,99.66,101.9,107.31,100.98,98.64,98.87,95.89,99.73,98.37,99.9,98.55,91.22,97.11,97.55,91.04,96.7,101.11,99.93,97.58,100.96,100.36,99.41
2020-03-11,100.23,99.19,97.19,98.01,99.16,100.18,97.3,88.67,93.1,97.68,97.5,101.63,102.8,99.46,97.68,104.39,99.82,100.41,97.57,95.11,102.45,97.37,97.7,100.24,99.25,101.75,107.5,101.23,98.92,98.86,96.02,99.6,98.25,100.06,98.38,91.73,96.97,97.58,91.08,96.92,101.03,99.92,97.27,100.82,100.24,100.06
2020-03-12,99.76,98.96,96.95,97.78,99.12,100.15,96.87,88.7,92.85,97.57,97.48,101.64,102.11,99.7,97.4,104.32,99.82,100.23,97.36,94.87,102.28,96.9,97.61,100.2,97.99,101.55,107.55,101.64,99.13,98.83,96.08,99.31,98.15,100.23,98.21,91.78,96.67,97.56,91.08,97.09,100.96,99.81,96.86,100.71,100.14,100.65
2020-03-13,99.29,98.78,96.78,97.59,99.05,100.14,96.41,88.03,92.57,97.29,97.38,101.54,101.36,99.97,97.19,104.07,99.87,100.03,97.05,94.61,102.1,96.48,97.54,100.12,96.64,101.25,107.43,102.09,99.29,98.8,96.02,98.91,97.99,100.37,97.97,91.79,96.14,97.51,91.28,96.5,100.7,99.71,96.4,100.59,99.92,101.11
2020-03-14,98.81,98.48,97.0,97.43,98.93,100.19,95.94,87.61,92.22,96.88,97.2,101.44,100.48,99.97,96.95,103.81,99.84,99.73,96.72,94.26,101.93,95.87,97.48,100.11,95.3,101.1,107.4,102.5,99.04,98.84,95.89,98.5,97.8,100.52,97.81,91.43,95.47,97.4,91.29,96.51,100.38,99.82,95.79,100.51,99.61,101.58
2020-03-15,98.34,98.16,97.07,97.17,98.65,100.08,95.4,87.39,91.81,96.59,96.99,101.29,99.56,99.91,96.7,103.45,99.65,99.4,96.42,93.93,101.85,95.34,97.3,100.03,93.93,100.83,107.11,103.02,98.73,98.74,95.71,97.96,97.53,100.54,97.62,90.91,94.79,97.22,90.29,96.5,100.01,99.9,95.17,100.45,99.31,101.33
2020-03-16,97.89,97.84,97.33,96.96,98.61,100.06,94.84,87.16,91.6,96.73,96.81,101.2,98.73,99.75,96.72,103.21,99.71,99.09,96.28,93.68,101.93,94.92,97.35,100.0,92.63,100.66,106.81,103.69,98.3,98.67,95.53,97.35,97.37,100.63,97.45,90.47,94.12,97.06,90.14,96.42,99.58,100.11,94.58,100.45,99.11,101.1
2020-03-17,97.23,97.13,96.96,96.51,98.07,99.7,93.9,86.76,91.03,96.74,96.17,100.67,97.33,98.79,96.55,102.79,99.32,98.41,95.95,93.11,101.93,94.3,97.02,99.71,91.2,100.32,106.28,103.16,97.65,98.38,95.16,96.37,96.86,100.22,97.08,89.46,93.03,96.48,88.85,96.03,98.87,100.07,93.65,100.3,98.65,100.5
2020-03-18,96.36,96.4,95.86,95.96,97.38,99.38,92.9,86.16,90.18,95.67,95.32,99.96,95.74,97.31,96.46,102.44,98.84,97.6,95.59,92.46,101.92,93.97,96.65,99.26,89.82,100.0,105.77,102.72,96.5,98.01,94.72,95.15,96.28,99.54,96.68,85.75,91.63,95.63,87.36,95.63,98.09,99.98,92.39,100.11,97.99,99.67
2020-03-19,95.19,95.41,94.6,95.17,96.54,98.96,91.87,85.52,89.12,94.25,94.12,99.05,94.47,95.45,96.45,101.84,98.24,96.31,95.12,91.57,101.78,93.95,96.13,98.61,89.02,99.47,105.11,102.04,95.03,97.5,94.1,93.77,95.49,98.63,96.05,81.21,89.99,94.52,85.73,95.16,97.06,99.8,90.94,99.73,97.11,98.63
2020-03-20,93.7,94.05,93.0,94.04,95.54,98.39,90.66,85.29,87.81,92.76,92.66,97.95,92.84,93.06,96.28,101.03,97.41,94.7,94.54,90.42,101.3,93.64,95.5,97.74,87.97,98.82,104.31,101.2,93.44,96.69,93.39,92.06,94.56,97.61,95.21,76.19,88.16,93.12,83.8,94.6,95.86,99.46,89.12,99.13,95.93,96.98
2020-03-21,91.83,92.35,90.3,92.52,94.3,97.43,89.28,84.27,86.02,90.48,90.79,96.56,90.99,90.46,95.97,99.87,96.35,92.68,93.72,88.95,100.38,93.09,94.63,96.52,86.42,97.68,102.86,100.26,92.0,95.44,92.39,89.9,93.34,96.29,94.01,71.19,86.07,91.28,81.63,93.65,94.61,98.81,87.1,98.27,94.48,94.97
2020-03-22,90.01,90.77,88.07,91.08,93.27,96.8,87.96,84.24,84.31,88.13,89.06,95.19,88.98,87.75,95.82,98.91,95.5,90.67,92.98,87.49,99.46,92.56,93.88,95.41,85.03,96.82,101.55,99.27,90.52,94.37,91.44,87.94,92.29,95.12,93.0,66.24,83.99,89.51,80.43,92.67,93.31,98.21,85.06,97.5,93.07,93.07
2020-03-23,88.12,89.14,85.65,89.62,91.99,96.06,86.66,82.83,82.53,85.7,87.29,93.76,87.27,84.96,95.45,97.99,94.38,88.63,92.19,85.96,98.45,92.14,93.05,94.2,83.59,95.93,100.16,98.12,89.06,93.3,90.46,85.96,91.23,93.78,91.96,61.26,81.9,87.71,78.34,91.53,91.96,97.49,82.98,96.73,91.63,91.15
2020-03-24,86.56,87.63,83.47,88.29,91.18,95.35,85.77,81.6,80.84,83.07,85.52,92.33,85.51,82.12,95.25,96.94,93.51,86.62,91.53,84.48,97.29,91.59,92.26,93.18,82.16,95.06,97.8,98.0,87.77,92.21,89.47,84.38,90.28,92.5,90.94,56.59,79.97,85.88,77.24,90.43,90.7,96.93,81.01,95.98,90.13,89.43
2020-03-25,85.05,85.9,81.86,86.77,90.3,94.53,85.03,80.49,79.2,80.45,83.71,90.75,83.79,79.48,94.82,95.48,92.49,84.53,90.66,82.86,95.76,90.86,91.25,92.02,80.57,93.96,95.22,97.71,86.69,90.93,88.42,82.78,89.24,91.17,89.79,53.66,78.15,84.03,76.09,89.31,89.33,96.29,79.03,95.04,88.58,87.68
2020-03-26,83.65,84.19,80.38,85.2,89.41,93.51,84.59,79.43,77.49,77.87,81.86,89.23,82.11,76.69,94.27,94.08,91.39,82.54,89.73,81.28,93.69,89.61,90.21,90.79,78.96,92.79,92.56,97.52,85.74,89.53,87.37,81.17,88.27,89.76,88.58,51.77,76.36,82.18,74.91,88.21,88.05,95.6,77.29,94.02,86.99,86.43
2020-03-27,81.99,82.42,79.01,83.41,88.27,92.29,84.15,78.41,75.72,74.72,79.91,87.64,80.54,74.1,93.59,92.38,90.09,80.31,88.52,79.57,91.25,88.38,88.9,89.2,77.13,91.42,89.65,97.11,84.58,87.77,86.26,79.46,86.97,88.16,87.16,50.37,74.7,80.15,73.51,86.74,86.37,94.69,75.79,92.68,85.25,85.39
2020-03-28,80.58,80.83,78.18,81.94,87.26,91.19,83.99,78.21,74.44,72.27,78.29,86.31,79.14,71.83,92.86,90.9,88.67,78.39,87.42,78.15,88.99,87.42,87.79,87.83,75.7,90.33,87.16,96.44,83.53,86.47,85.36,77.94,86.02,86.76,85.93,49.31,73.29,78.38,72.29,85.57,84.56,93.92,74.45,91.47,83.7,84.67
2020-03-29,79.12,79.19,76.99,80.35,86.23,89.9,83.87,76.68,73.11,69.93,76.55,84.95,77.93,69.53,92.09,89.31,87.21,76.45,86.23,76.71,86.69,86.38,86.58,86.36,74.08,88.99,84.55,95.75,82.54,84.97,84.44,76.23,84.97,85.33,84.51,48.29,71.87,76.54,71.08,84.25,82.0,93.17,73.12,90.11,82.02,83.83
2020-03-30,77.77,77.65,75.81,78.84,85.3,88.69,83.84,76.61,71.81,67.75,74.91,83.72,76.41,67.44,91.39,87.69,85.8,74.56,85.07,75.32,84.42,85.24,85.45,84.99,72.51,87.67,82.06,95.15,81.66,83.54,83.59,74.64,83.94,84.0,83.14,47.38,70.49,74.78,69.97,83.09,79.56,92.5,71.85,88.8,80.34,83.02
2020-03-31,76.23,76.07,74.79,77.2,84.3,87.43,83.41,75.81,70.51,65.65,73.4,82.55,75.1,65.6,90.65,86.12,84.31,72.67,83.8,73.96,82.03,84.3,84.31,83.45,70.84,86.31,80.5,94.63,81.05,82.11,82.77,72.75,82.83,82.84,81.7,46.58,69.23,72.75,68.81,81.97,77.09,91.74,70.69,87.37,78.68,81.48
2020-04-01,74.63,74.41,73.69,75.54,83.08,86.04,82.45,76.39,69.08,63.8,71.7,81.48,73.6,63.77,89.85,84.7,82.82,70.69,82.6,72.55,79.67,82.87,83.26,81.89,69.16,84.98,78.88,94.01,80.26,80.54,81.91,70.86,81.73,81.61,80.18,45.79,68.06,70.6,67.62,80.78,74.72,90.89,69.62,85.99,77.03,79.91
2020-04-02,73.12,72.68,72.49,73.88,81.91,84.79,81.24,75.39,67.89,61.6,70.13,80.42,72.39,62.24,89.11,83.21,81.35,68.65,81.47,71.27,77.59,81.69,82.19,80.42,67.53,83.84,77.32,93.36,79.39,78.99,81.17,69.09,80.59,80.61,78.8,45.04,67.0,68.61,66.42,79.47,72.34,90.09,68.45,84.73,75.43,77.28
2020-04-03,72.19,71.39,71.51,72.59,81.23,83.9,80.46,74.19,66.93,60.11,68.94,79.57,70.98,60.8,88.57,82.33,80.11,67.03,80.67,70.3,76.11,80.72,81.53,79.5,66.4,83.07,76.29,93.0,78.65,78.13,80.6,67.77,79.93,80.05,77.81,44.52,66.12,67.08,65.72,78.05,70.47,89.6,67.5,83.94,74.13,74.98
2020-04-04,71.23,70.17,70.34,71.04,80.5,83.01,79.54,72.81,65.65,58.61,67.71,78.65,69.82,59.35,88.09,81.4,79.13,65.42,79.89,69.25,74.66,79.3,80.76,78.5,65.21,82.17,74.98,92.73,77.3,77.1,79.27,66.48,79.01,79.42,76.83,43.48,64.49,65.6,64.96,76.38,68.77,88.96,66.53,83.11,72.54,72.6
2020-04-05,70.2,68.87,69.14,69.53,79.62,82.01,78.51,71.1,64.3,57.05,66.42,77.7,68.59,57.79,87.43,80.46,77.99,63.72,79.08,68.15,72.99,77.92,79.99,77.45,63.97,81.24,73.74,92.42,75.84,76.16,77.91,65.29,77.99,78.66,75.83,42.41,62.85,64.04,64.09,74.8,67.82,88.26,65.44,82.24,70.98,70.22
2020-04-06,69.09,67.41,68.09,67.88,78.56,80.87,77.34,69.39,63.12,55.37,65.07,76.59,67.47,56.08,86.69,79.32,76.75,61.92,78.04,67.06,71.23,76.83,79.13,76.28,62.64,80.18,72.37,92.01,74.23,75.1,77.04,64.01,76.78,77.77,74.69,41.73,61.84,62.38,63.1,73.48,66.89,87.46,64.41,81.28,69.72,67.79
2020-04-07,67.91,66.01,66.91,66.16,77.38,79.77,76.36,68.91,61.92,53.58,63.63,75.47,67.41,54.43,85.83,78.18,75.47,60.14,77.02,65.92,69.51,75.66,78.19,75.15,61.42,79.01,71.0,91.34,72.14,74.06,76.08,62.83,75.67,76.76,73.54,40.76,60.43,61.07,62.04,70.78,65.98,86.73,63.22,80.32,68.31,65.9
2020-04-08,67.11,64.97,65.95,64.8,76.69,79.02,75.98,69.44,61.18,51.93,62.64,74.63,67.47,52.76,85.17,77.36,74.34,58.8,76.34,65.06,67.96,75.13,77.57,74.35,60.55,78.11,70.01,90.99,70.37,73.59,75.24,61.97,74.87,76.01,72.68,39.97,59.2,60.21,61.04,67.61,65.22,86.19,62.49,79.6,66.97,63.91
2020-04-09,66.38,64.17,65.0,63.51,76.14,78.43,75.73,70.08,60.45,50.83,61.74,73.83,67.29,51.11,84.34,76.68,73.11,57.68,75.72,64.22,66.49,74.5,77.06,73.59,59.78,77.22,69.18,90.51,68.73,73.19,74.42,61.29,74.16,75.27,71.81,39.47,58.11,59.3,60.03,65.13,64.55,85.66,61.84,78.88,65.71,62.47
2020-04-10,65.56,63.29,64.03,62.32,75.45,77.7,75.23,70.77,59.64,49.22,60.73,73.06,67.44,49.14,83.5,75.92,71.91,56.63,75.09,63.35,64.98,73.56,76.47,72.75,58.92,76.34,68.25,89.96,67.17,72.59,73.62,60.46,73.44,74.34,70.86,38.92,57.0,58.38,58.91,63.09,63.95,85.01,61.14,78.1,64.46,61.1
2020-04-11,64.85,62.55,63.55,61.45,74.9,77.13,74.96,71.51,59.1,47.68,59.73,72.43,67.27,47.28,82.8,75.44,70.84,55.77,74.55,62.64,63.69,73.06,76.06,72.05,58.29,75.77,67.8,89.63,66.13,72.15,73.46,60.0,72.98,73.54,70.12,38.99,56.58,57.66,57.94,61.37,63.38,84.53,60.51,77.53,63.48,59.95
