DATE,Construction,Legal,CustomerService,Architecture,Community_SocialService,ScientificResearch_Development,Security_PublicSafety,Driving,LogisticsSupport,Dental,Admininstrative,Productions_Manufacturing,Loading_Stocking,Childcare,Nursing,Insurance,MedicalTechnician,Marketing,ITOperations_Helpdesk,Installation_Maintenance,MedicalInformation,Retail,IndustrialEngineering,ProjectManagement,Accounting,Mathematics,Banking_Finance,PersonalCare_HomeHealth,Sports,CilvilEngineering,Management,Media_Communication,ElectricalEngineering,Education_Instruction,InformationDesign_Documentation,Hospitality_Tourism,FoodPreparation_Service,HumanResource,Therapy,Beauty_Wellness,Veterinary,Physicians_Surgeons,Cleaning_Sanitation,SoftwareDevelopment,Sales,Arts_Entertainment
2022-09-13,163.51,159.94,127.15,149.59,153.55,159.13,149.51,152.79,173.22,167.11,166.06,191.0,177.81,163.39,166.62,156.27,175.78,137.25,141.73,153.4,183.93,134.22,171.36,163.64,194.86,151.3,167.69,174.29,143.82,186.6,140.52,132.59,175.94,154.46,155.95,115.24,138.88,169.78,165.67,113.87,169.66,181.67,152.28,173.38,121.37,139.2
2022-09-14,163.49,159.87,127.31,150.04,153.61,158.81,149.24,153.56,172.25,166.27,166.08,190.93,177.84,163.87,166.74,156.34,175.91,137.17,141.32,153.46,184.18,134.12,171.6,163.45,194.29,150.85,166.98,174.42,143.77,186.76,140.56,132.52,176.11,154.63,155.68,115.49,138.93,169.36,165.71,114.96,169.95,181.8,152.49,172.88,121.09,139.37
2022-09-15,163.42,159.93,127.46,150.32,153.66,158.44,149.07,154.04,171.37,165.3,166.07,190.84,178.02,164.15,166.83,156.21,175.9,137.06,141.09,153.38,184.23,133.98,171.86,163.28,193.66,150.36,166.6,174.39,143.74,187.18,140.64,132.34,176.37,154.85,155.44,115.95,139.01,168.78,165.85,116.01,170.06,181.85,152.78,172.39,120.75,139.51
2022-09-16,163.25,160.14,127.59,150.57,153.67,158.24,148.84,154.46,170.68,164.73,166.06,190.78,178.05,164.15,166.93,156.08,175.82,137.0,140.9,153.36,184.19,133.95,171.89,163.19,193.37,149.76,166.4,174.41,143.66,187.44,140.62,132.28,176.5,154.91,155.32,116.54,139.1,168.36,166.06,116.86,169.49,182.02,153.2,171.87,120.51,139.65
2022-09-17,162.91,159.94,127.68,150.52,153.68,158.0,148.61,154.68,169.96,164.83,165.94,190.69,178.27,164.02,166.95,155.86,175.73,136.96,140.49,153.16,184.14,133.84,171.45,162.9,193.01,149.13,165.87,174.01,143.7,187.64,140.43,132.09,176.15,155.01,154.78,117.11,139.17,167.89,166.29,117.16,168.81,182.13,153.64,171.15,120.15,139.7
2022-09-18,162.72,159.88,127.88,150.45,153.69,158.09,148.57,154.91,169.37,164.95,165.94,190.77,178.83,163.85,166.99,155.62,175.67,136.97,140.28,153.0,184.17,133.89,171.24,162.9,192.84,148.66,165.94,173.93,143.74,187.99,140.38,132.15,176.26,155.21,154.6,117.78,139.28,167.58,166.6,117.21,168.15,182.31,154.06,170.62,120.03,139.81
2022-09-19,162.41,159.79,128.01,150.27,153.68,158.05,148.6,154.85,168.62,164.08,165.72,190.72,179.3,163.59,166.98,155.34,175.48,136.77,139.9,152.71,183.41,133.87,170.96,162.81,192.42,148.08,165.58,173.82,143.75,188.21,140.16,132.02,176.35,155.36,154.27,118.25,139.28,167.11,166.89,117.18,167.51,182.52,154.43,170.05,119.84,139.58
2022-09-20,161.98,159.53,128.02,149.89,153.56,157.75,148.59,154.52,167.8,163.13,165.4,190.51,179.44,163.29,166.92,154.9,175.3,136.55,139.55,152.31,182.59,133.71,170.54,162.55,191.94,147.3,165.11,173.67,143.65,188.15,139.8,131.89,176.12,155.38,153.84,118.67,139.19,166.51,167.18,116.78,166.7,182.51,154.68,169.31,119.45,138.82
2022-09-21,161.83,159.43,127.99,149.65,153.53,157.75,148.7,154.75,167.61,162.56,165.23,190.53,179.35,163.22,166.89,154.54,175.17,136.58,139.49,152.16,181.75,133.36,170.27,162.56,191.66,146.83,164.85,173.69,143.52,188.22,139.56,131.94,175.93,155.4,153.7,118.73,139.06,166.14,167.49,115.53,162.99,182.49,154.89,168.79,119.27,138.31
2022-09-22,161.69,159.2,127.82,149.41,153.41,157.61,148.79,154.82,167.44,162.6,165.02,190.48,179.43,163.31,166.98,154.27,175.11,136.38,139.18,152.04,181.61,133.32,169.92,162.47,191.59,146.55,164.41,173.77,143.28,188.18,139.24,131.83,175.59,155.43,153.59,118.61,138.97,165.93,167.69,113.97,159.33,182.22,155.04,168.37,119.19,137.76
2022-09-23,161.59,159.02,127.67,149.05,153.34,157.75,148.93,154.81,167.1,162.49,164.85,190.47,180.0,163.76,166.97,153.95,175.08,136.09,138.89,151.96,181.53,133.36,169.87,162.26,191.33,146.27,163.93,173.92,143.18,188.28,139.09,132.07,175.29,155.44,153.39,118.65,138.87,165.65,167.91,113.04,159.0,182.07,155.13,167.9,119.17,137.18
2022-09-24,161.7,158.95,127.58,148.81,153.22,157.77,149.21,154.94,167.05,162.36,164.81,190.48,180.26,164.4,167.2,153.72,175.06,135.74,138.69,151.93,181.45,133.55,169.69,162.22,191.39,145.92,163.8,174.45,143.14,188.29,139.12,132.0,175.38,155.43,153.37,118.63,138.83,165.41,168.14,112.42,158.75,181.94,155.2,167.6,119.32,136.54
2022-09-25,161.82,158.89,127.5,148.62,153.17,157.62,149.41,155.02,166.95,162.33,164.8,190.52,180.46,165.19,167.51,153.53,175.16,135.38,138.44,151.98,181.45,133.66,169.48,162.11,191.38,145.33,163.38,174.77,143.18,188.3,139.17,132.28,175.21,155.39,153.25,118.57,138.75,165.22,168.34,111.91,158.45,181.88,155.39,167.27,119.42,135.93
2022-09-26,162.02,158.9,127.43,148.49,153.13,157.43,149.53,155.16,167.1,163.21,164.9,190.68,180.67,165.98,167.66,153.32,175.29,135.23,138.46,152.14,182.15,133.95,169.39,162.03,191.8,144.95,163.41,175.15,143.3,188.42,139.31,132.67,175.07,155.32,153.24,118.56,138.7,165.28,168.46,111.09,158.06,181.74,155.54,167.13,119.61,135.64
2022-09-27,162.33,159.16,127.46,148.53,153.22,157.38,149.83,155.31,167.27,164.21,165.15,191.0,181.06,166.75,167.84,153.19,175.41,135.17,138.53,152.38,182.96,134.25,169.33,162.18,192.49,144.72,163.49,175.66,143.6,188.7,139.57,133.37,175.3,155.29,153.43,118.59,138.7,165.35,168.67,110.49,158.15,181.71,155.67,167.24,119.91,135.65
2022-09-28,162.63,159.33,127.37,148.26,153.33,157.19,149.97,155.39,167.27,164.73,165.16,191.09,181.36,167.24,167.86,152.95,175.3,134.76,138.43,152.57,183.67,134.81,169.16,162.14,193.08,144.24,163.33,176.04,144.01,188.77,139.56,133.76,175.32,155.23,153.25,118.82,138.69,165.25,168.82,110.52,161.06,181.58,155.71,166.98,120.14,135.55
2022-09-29,162.86,159.52,127.39,147.99,153.4,157.17,150.1,155.21,167.02,164.21,165.0,190.97,181.38,167.41,167.56,152.78,175.24,134.54,138.47,152.66,183.79,135.18,168.96,162.17,193.55,143.86,163.15,176.3,144.43,188.73,139.58,134.33,175.34,155.08,153.02,118.96,138.53,165.07,168.74,110.45,163.89,181.61,155.64,166.65,120.32,135.61
2022-09-30,163.06,159.68,127.28,147.67,153.4,156.58,150.14,155.04,167.06,163.85,164.62,190.75,180.96,167.34,167.28,152.81,175.2,134.26,138.46,152.66,183.77,135.17,168.58,162.15,193.98,143.6,162.81,176.42,144.71,188.61,139.58,134.47,175.22,154.8,152.71,118.73,138.28,164.81,168.62,109.6,164.0,181.54,155.57,166.28,120.24,135.62
2022-10-01,163.32,159.9,127.17,147.42,153.43,156.27,150.22,154.15,166.82,163.75,164.13,190.77,181.08,167.12,167.01,152.8,175.48,134.07,138.46,152.7,183.71,134.93,168.37,162.14,194.19,143.58,162.68,176.47,144.82,188.53,139.52,134.92,175.21,154.61,152.44,118.36,138.02,164.68,168.58,108.73,164.21,181.56,155.58,166.05,120.15,135.53
2022-10-02,163.65,160.03,127.08,147.19,153.44,155.94,150.21,153.18,166.08,163.68,163.49,190.74,180.42,166.89,166.63,152.77,175.65,133.94,138.36,152.74,183.62,134.95,168.11,162.1,194.34,143.67,162.22,176.42,144.87,188.37,139.49,134.9,175.26,154.43,152.14,118.04,137.82,164.5,168.78,107.87,164.45,181.51,155.56,165.71,119.99,135.69
2022-10-03,163.97,160.16,127.03,146.99,153.48,155.67,150.2,152.23,165.74,163.57,162.73,190.74,179.84,166.69,166.37,152.76,175.78,133.76,138.25,152.79,183.52,134.85,167.85,162.08,194.33,143.71,161.72,176.34,144.79,188.17,139.52,134.94,175.24,154.26,151.86,117.73,137.62,164.21,169.04,107.19,164.69,181.4,155.49,165.32,119.92,135.84
2022-10-04,164.25,160.07,126.86,146.62,153.49,155.31,150.13,151.18,165.11,163.27,161.68,190.67,179.18,166.4,165.98,152.7,175.6,133.35,138.01,152.83,183.15,134.63,167.42,161.86,193.59,143.46,161.01,176.17,144.63,187.68,139.42,134.63,174.9,154.16,151.23,117.45,137.21,163.98,169.19,106.5,164.59,181.49,155.41,164.52,119.82,135.77
2022-10-05,164.46,160.02,126.83,146.28,153.5,155.01,150.16,150.2,164.42,163.1,160.79,190.68,178.82,166.24,165.9,152.7,175.63,133.14,137.73,152.85,182.99,134.62,166.92,161.63,193.12,143.38,160.6,176.1,144.46,187.11,139.56,134.59,174.73,154.18,150.85,117.33,136.83,163.76,169.44,106.03,164.56,181.77,155.33,163.92,119.79,135.7
2022-10-06,164.59,159.97,126.71,145.9,153.59,154.59,150.18,149.65,163.94,163.29,160.08,190.88,178.5,166.34,165.99,152.71,175.66,132.75,137.36,152.95,182.83,134.47,166.49,161.27,192.56,142.93,160.25,175.65,144.33,186.53,139.66,134.41,174.54,154.23,150.3,117.36,136.57,163.49,169.96,106.08,164.47,181.97,155.22,163.21,119.72,135.38
2022-10-07,164.72,159.82,126.72,145.5,153.81,154.4,150.13,149.04,163.34,163.52,159.56,190.99,178.12,166.58,166.18,152.59,175.78,132.36,136.73,152.99,182.79,134.52,166.0,160.83,192.04,142.26,160.08,176.03,144.34,185.98,139.71,134.26,174.17,154.44,149.71,117.47,136.24,163.31,170.44,106.44,164.23,182.14,154.92,162.38,119.74,135.13
2022-10-08,164.8,159.7,126.75,145.17,154.13,154.2,150.13,149.08,163.02,163.75,159.21,191.05,177.59,166.95,166.26,152.45,175.68,131.96,136.18,153.1,182.83,134.85,165.66,160.48,191.67,141.55,159.8,176.52,144.38,185.53,139.74,134.46,173.91,154.69,149.29,117.74,136.09,163.08,170.88,106.97,163.83,182.33,154.65,161.55,119.85,135.14
2022-10-09,164.8,159.56,126.75,144.85,154.41,153.87,150.2,149.21,163.06,163.98,158.92,190.89,177.69,167.39,166.22,152.28,175.51,131.43,135.61,153.12,182.67,134.96,165.22,160.12,191.26,140.77,159.53,177.14,144.52,185.17,139.73,134.62,173.45,154.89,148.7,117.94,135.95,162.76,171.08,107.71,163.33,182.4,154.43,160.67,120.02,134.67
2022-10-10,164.8,159.37,126.71,144.62,154.71,153.6,150.3,149.27,162.83,164.19,158.87,190.71,177.82,167.85,166.3,152.12,175.53,130.96,135.1,153.21,182.58,135.08,164.81,159.77,191.18,140.03,159.42,177.86,144.8,184.87,139.73,134.75,173.06,155.1,148.11,118.04,135.82,162.58,171.25,108.62,162.68,182.59,154.31,159.91,120.12,134.13
2022-10-11,164.79,159.28,126.74,144.43,155.01,153.58,150.31,149.44,162.83,164.1,159.06,190.55,178.05,168.48,166.52,152.14,175.79,130.56,134.57,153.28,181.55,135.25,164.55,159.5,191.63,139.68,159.41,178.6,145.14,184.74,139.84,135.01,172.84,155.35,147.81,118.12,135.92,162.4,171.61,109.56,161.9,182.76,154.23,159.44,120.27,133.83
2022-10-12,164.98,159.25,126.82,144.48,155.31,153.55,150.6,149.5,162.69,163.67,159.22,190.35,178.04,169.14,166.53,152.11,176.01,129.95,134.08,153.45,180.3,135.23,164.28,159.27,191.85,139.22,159.19,179.39,145.59,184.71,139.81,135.19,172.5,155.6,147.36,118.03,136.15,162.18,171.8,110.51,161.31,182.96,154.27,158.83,120.17,133.37
2022-10-13,165.28,159.27,127.07,144.52,155.68,153.67,151.06,149.75,162.6,163.45,159.47,190.32,178.27,169.74,166.83,151.97,176.32,129.5,133.72,153.69,179.11,135.53,164.22,159.21,192.18,139.03,158.89,180.69,146.07,184.75,139.9,135.55,172.32,155.84,147.2,117.84,136.41,162.11,172.09,111.32,160.96,183.56,154.4,158.35,120.18,133.12
2022-10-14,165.54,159.21,127.28,144.53,155.91,153.76,151.34,150.24,162.77,163.6,159.65,190.38,178.61,170.26,166.99,151.88,176.47,129.14,133.76,153.95,177.89,135.69,164.24,159.27,192.41,138.98,158.86,181.07,146.45,184.8,140.09,135.92,172.44,156.01,147.16,117.64,136.87,162.03,172.47,111.98,160.71,184.13,154.65,158.03,119.96,132.82
2022-10-15,165.68,159.06,127.42,144.36,155.96,153.41,151.51,150.68,162.53,163.54,159.56,189.94,178.41,170.75,166.93,151.54,176.35,128.64,133.69,154.06,176.49,135.76,163.82,159.17,192.34,138.71,158.57,181.53,146.68,184.8,140.07,136.02,172.19,156.05,146.91,117.48,136.96,161.77,172.81,112.44,160.66,184.44,154.82,157.54,119.52,132.21
2022-10-16,166.01,159.12,127.67,144.5,156.12,153.45,151.8,151.13,162.79,163.47,159.72,190.04,178.48,171.2,167.12,151.7,176.39,128.43,133.85,154.39,175.42,135.97,163.8,159.24,192.58,138.71,158.7,181.9,147.0,185.03,140.18,136.34,172.3,156.24,147.02,117.46,137.11,161.73,173.17,112.71,160.65,185.09,155.02,157.37,119.15,132.06
2022-10-17,166.34,159.24,127.95,144.54,156.27,153.48,152.04,151.59,162.77,163.43,159.76,190.06,178.55,171.56,167.28,151.94,176.39,128.18,133.83,154.61,174.35,136.31,163.73,159.24,192.52,138.6,158.42,182.14,147.25,185.33,140.18,136.66,172.37,156.49,147.08,117.56,137.27,161.52,173.54,112.84,160.91,185.76,155.13,157.03,118.77,131.93
2022-10-18,166.78,159.42,128.25,144.68,156.41,153.47,152.38,151.89,162.9,163.91,159.83,190.09,178.54,171.9,167.35,152.12,176.35,127.99,133.95,154.91,174.37,136.69,163.76,159.36,192.55,138.51,158.58,182.45,147.64,185.63,140.35,136.74,172.47,156.76,147.12,117.65,137.54,161.42,173.89,113.28,161.3,186.32,155.27,156.73,118.32,131.77
2022-10-19,166.88,159.58,128.33,144.52,156.38,153.26,151.85,151.98,162.92,164.65,159.81,189.99,178.48,172.08,167.19,152.31,176.12,127.9,133.87,155.0,174.24,136.95,163.64,159.33,192.25,138.25,158.61,182.46,147.87,185.85,140.44,136.7,172.44,156.76,146.95,117.62,137.59,161.21,174.49,113.65,161.2,186.58,155.15,156.31,117.91,131.62
2022-10-20,166.96,159.57,128.39,144.35,156.31,153.04,151.55,151.84,163.12,165.21,159.74,189.59,178.48,172.03,166.93,152.41,175.9,127.82,133.73,155.11,174.35,137.03,163.41,159.28,191.89,138.0,158.81,182.47,148.02,185.97,140.4,136.44,172.32,156.77,146.63,117.69,137.54,160.98,174.47,113.95,161.88,186.65,155.11,155.84,117.42,131.48
2022-10-21,167.03,159.59,128.46,144.25,156.28,152.82,151.51,151.54,163.1,165.54,159.69,189.26,178.5,172.31,166.73,152.52,175.69,127.7,133.44,155.25,174.55,137.18,163.15,159.19,191.65,137.86,158.68,182.56,148.11,186.18,140.3,136.28,172.07,156.91,146.32,117.65,137.54,160.72,174.63,114.19,162.57,186.78,155.23,155.44,117.24,131.41
2022-10-22,166.97,159.21,128.32,143.87,156.08,152.33,151.31,151.04,162.78,166.24,159.41,188.56,178.35,172.62,166.33,151.98,175.32,127.25,132.86,155.15,174.24,137.1,162.46,158.73,191.01,137.32,157.96,182.39,148.24,185.9,140.15,135.74,171.51,156.78,145.48,117.29,137.62,159.93,174.72,114.56,163.28,186.64,155.24,154.67,116.72,131.21
2022-10-23,166.99,159.13,128.33,143.57,156.11,152.2,151.19,150.51,162.34,166.91,159.4,188.18,178.56,172.96,166.15,151.77,175.33,126.93,132.45,155.24,174.32,136.96,162.19,158.57,190.73,137.09,157.51,182.27,148.47,185.98,140.08,135.49,171.43,156.85,144.91,116.91,137.7,159.68,175.04,114.95,164.13,186.68,155.37,154.11,116.37,131.26
2022-10-24,167.03,158.95,128.38,143.26,156.12,152.11,151.03,150.0,162.39,167.61,159.43,187.82,178.65,173.34,165.96,151.56,175.31,126.64,132.1,155.37,174.34,136.86,161.94,158.48,190.4,137.12,157.51,182.15,148.69,185.94,140.13,135.24,171.44,156.81,144.57,116.44,137.75,159.57,175.53,115.39,165.07,186.74,155.72,153.66,116.12,131.38
2022-10-25,166.97,158.74,128.44,142.94,156.11,151.88,150.78,149.48,162.39,168.27,159.42,187.45,178.76,173.63,165.69,151.24,175.38,126.32,131.67,155.41,174.41,136.75,161.53,158.3,189.98,137.11,157.12,180.57,148.79,186.03,140.0,135.17,171.34,156.72,144.2,116.15,137.74,159.41,175.91,115.48,166.0,186.72,156.16,153.18,115.9,131.53
2022-10-26,167.21,158.53,128.58,142.78,156.23,151.78,150.86,149.23,162.45,168.86,159.49,187.2,179.06,174.02,165.61,150.94,175.67,126.09,131.28,155.54,174.72,136.71,161.27,158.28,189.86,137.35,156.73,179.1,148.86,186.16,139.93,135.01,171.42,156.81,143.87,116.03,137.85,159.37,176.08,115.57,167.26,186.73,156.9,152.83,115.83,131.77
2022-10-27,167.58,158.49,128.74,142.75,156.29,151.57,150.47,148.97,162.4,169.52,159.62,187.18,179.19,174.67,165.32,150.81,175.77,125.78,130.97,155.61,174.63,136.74,161.08,158.32,189.76,137.39,156.17,178.95,149.03,186.43,139.89,134.87,171.47,156.91,143.52,115.74,137.97,159.34,176.71,116.23,167.54,186.75,157.44,152.65,115.88,131.85
2022-10-28,168.05,158.42,128.79,142.75,156.37,151.43,150.39,148.48,162.39,170.05,159.8,187.08,179.28,175.19,164.89,150.68,175.91,125.37,130.6,155.7,174.45,136.76,160.86,158.33,189.54,137.52,155.17,178.8,149.24,186.67,139.82,134.71,171.43,156.93,143.04,115.61,138.04,159.39,177.08,117.03,168.02,186.7,157.93,152.32,115.83,131.87
2022-10-29,168.81,158.86,129.15,143.17,156.72,151.94,150.35,148.27,163.02,170.33,160.42,187.7,179.86,175.67,164.84,151.48,176.38,125.32,130.9,156.08,174.86,137.3,161.36,158.79,190.02,138.19,155.02,178.82,149.63,187.43,140.02,134.94,172.08,157.27,143.23,116.07,138.18,160.08,177.62,117.8,168.34,186.95,158.61,152.56,116.24,132.31
2022-10-30,169.54,158.95,129.28,143.29,156.81,151.91,150.4,148.07,163.54,170.63,160.6,187.81,180.12,176.02,164.34,151.47,176.34,124.97,130.94,156.19,174.62,137.82,161.28,158.8,189.99,138.42,154.22,178.8,149.86,187.78,140.03,134.7,172.09,157.32,142.97,116.42,138.26,160.19,177.93,118.54,168.65,186.81,159.16,152.42,116.47,132.11
2022-10-31,170.3,159.13,129.37,143.5,156.87,151.9,150.63,147.86,163.77,170.31,160.76,188.04,180.51,176.39,163.81,151.43,176.35,124.63,131.09,156.26,174.51,138.21,161.35,158.83,190.07,138.55,153.2,178.73,150.16,188.21,140.02,134.44,172.22,157.42,142.54,116.73,138.28,160.35,178.09,119.27,168.85,186.67,159.47,152.35,116.63,131.86
2022-11-01,170.94,159.0,129.36,143.55,156.87,151.92,150.62,147.16,163.76,170.37,161.34,188.21,180.89,176.69,163.41,151.45,176.2,124.14,131.18,156.26,174.17,138.42,161.43,158.72,190.1,138.38,152.04,180.15,150.46,188.44,139.92,133.89,172.27,157.47,141.97,116.71,138.1,160.34,178.16,120.33,168.98,186.56,159.48,152.09,116.77,131.43
2022-11-02,171.53,158.86,129.31,143.54,156.84,151.9,150.8,146.6,163.61,170.2,161.85,188.42,181.23,177.01,163.03,151.28,175.94,123.53,131.39,156.33,173.64,138.56,161.31,158.52,189.99,137.99,150.75,181.46,150.91,188.74,139.82,133.31,172.34,157.45,141.41,116.63,137.83,160.24,178.15,121.36,168.92,186.47,159.37,151.62,116.83,130.83
2022-11-03,172.04,158.71,129.21,143.44,156.84,152.01,151.05,146.28,163.53,171.08,162.33,188.52,181.61,177.27,162.8,150.98,175.94,122.97,131.59,156.4,173.25,138.72,161.02,158.19,189.99,137.82,150.03,181.36,151.31,188.89,139.74,132.84,172.5,157.47,141.01,116.64,137.74,160.2,178.21,121.8,169.0,186.47,159.34,150.97,116.75,130.38
2022-11-04,172.49,158.7,129.24,143.36,157.0,152.13,150.86,146.16,163.59,172.05,162.83,188.83,181.84,177.32,162.88,150.58,176.07,122.55,131.94,156.55,172.92,139.2,160.86,157.98,190.05,137.43,149.7,181.42,151.66,189.28,139.78,132.4,172.96,157.62,140.84,116.74,137.78,160.13,178.37,121.68,168.77,186.64,159.36,150.5,116.87,130.2
2022-11-05,172.84,158.58,129.19,143.27,157.11,152.18,150.81,145.99,163.6,173.22,163.31,189.09,181.79,177.39,162.9,150.21,176.28,122.27,132.08,156.71,172.57,139.35,160.68,157.83,189.85,137.08,148.99,181.31,151.94,189.74,139.7,131.99,173.32,157.8,140.71,116.54,137.71,159.99,178.41,121.49,168.71,186.88,159.18,149.9,116.87,129.93
2022-11-06,173.07,158.41,129.18,143.22,157.23,152.11,150.52,145.86,163.56,174.49,163.9,189.38,181.72,177.53,163.1,149.9,176.56,121.98,132.21,156.86,172.32,139.56,160.42,157.69,189.62,136.58,148.72,181.24,152.2,190.11,139.62,131.55,173.72,157.96,140.55,116.33,137.67,159.77,178.47,121.33,168.69,187.2,158.94,149.35,116.83,129.79
2022-11-07,173.32,158.21,129.18,143.23,157.41,152.03,150.26,145.6,163.39,176.42,164.5,189.59,181.66,177.71,163.39,149.56,176.81,121.7,132.37,157.06,172.05,139.71,159.97,157.56,189.39,136.02,148.56,181.23,152.41,190.41,139.5,131.2,173.95,158.13,140.39,116.23,137.71,159.59,178.49,121.19,168.53,187.57,158.84,148.74,116.75,129.73
2022-11-08,173.81,158.2,129.21,143.33,157.63,151.89,150.27,145.77,163.4,178.0,164.57,189.88,181.64,178.04,163.77,149.32,177.22,121.62,132.59,157.41,172.07,140.16,159.54,157.56,189.19,135.63,148.63,181.17,153.1,190.75,139.65,131.16,174.36,158.38,140.4,116.34,137.98,159.45,178.52,120.34,168.36,187.96,158.92,148.28,116.86,129.79
2022-11-09,174.2,158.18,129.33,143.48,157.84,151.78,150.27,145.62,163.44,179.95,164.7,190.1,181.79,178.41,164.2,149.14,177.65,121.54,132.79,157.72,172.15,140.83,159.18,157.55,189.15,135.36,149.04,181.2,153.67,190.96,139.69,131.22,174.73,158.67,140.53,116.39,138.25,159.3,178.61,119.49,167.98,188.32,159.04,148.01,116.95,129.95
2022-11-10,174.63,158.16,129.36,143.67,158.1,151.57,150.32,145.17,163.29,180.84,164.83,190.38,181.88,178.77,164.62,148.98,177.91,121.5,132.82,158.01,172.34,141.4,158.88,157.54,188.95,134.99,149.02,181.42,154.26,191.25,139.69,131.18,175.05,158.93,140.39,116.37,138.34,158.99,178.7,118.74,167.63,188.56,159.05,147.66,117.05,130.15
2022-11-11,175.0,158.01,129.33,143.73,158.22,151.32,150.54,144.66,162.85,181.59,164.88,190.34,181.97,179.14,164.87,148.84,177.96,121.31,132.77,158.16,172.51,141.67,158.41,157.42,188.75,134.58,148.93,181.56,154.9,191.2,139.57,131.17,175.05,158.99,140.01,116.25,138.29,158.52,178.77,118.48,167.23,188.71,158.87,147.25,116.99,130.13
2022-11-12,175.44,157.79,129.34,143.7,158.35,151.16,150.77,144.24,162.49,180.71,164.9,190.43,182.08,179.5,165.18,148.63,178.03,121.14,132.72,158.4,172.72,141.97,158.11,157.42,188.74,134.39,149.15,181.77,155.59,191.39,139.58,131.18,175.16,159.03,139.7,116.1,138.37,158.25,178.92,118.33,166.75,188.97,158.77,147.03,117.1,130.14
2022-11-13,175.82,157.47,129.31,143.6,158.48,151.05,151.0,143.82,162.06,179.77,164.86,190.48,182.08,179.86,165.42,148.46,178.03,120.96,132.66,158.55,172.93,142.26,157.82,157.35,188.93,134.18,149.17,181.94,156.15,191.56,139.56,131.31,175.18,159.07,139.41,115.95,138.46,157.93,179.01,118.14,166.13,189.1,158.75,146.7,117.13,130.21
2022-11-14,176.13,157.13,129.23,143.51,158.58,150.91,151.16,143.52,161.72,178.69,164.8,190.46,181.93,180.14,165.57,148.28,178.02,120.77,132.56,158.64,173.03,142.6,157.62,157.21,189.05,133.96,148.85,182.15,156.66,191.67,139.55,131.3,175.17,159.02,139.08,115.44,138.58,157.43,179.11,117.53,165.84,189.12,158.63,146.29,117.23,130.26
2022-11-15,176.37,156.83,129.16,143.41,158.7,150.75,151.29,143.36,161.2,177.22,164.87,190.41,181.63,180.39,165.68,148.16,177.96,120.54,132.42,158.62,173.09,142.79,157.56,157.11,189.12,133.83,148.93,182.31,156.57,192.05,139.33,131.1,175.19,158.94,138.72,114.87,138.59,156.94,179.3,117.3,165.67,189.32,158.53,145.94,117.22,130.25
2022-11-16,176.56,156.53,129.12,143.46,158.79,150.66,151.42,143.23,160.93,175.68,165.01,190.42,181.18,180.5,165.79,148.09,177.99,120.38,132.33,158.6,173.16,142.98,157.62,157.05,189.18,133.66,149.02,182.94,156.4,192.56,139.23,130.85,175.26,158.8,138.25,114.37,138.69,156.56,179.54,117.35,166.05,189.62,158.45,145.62,117.24,130.14
2022-11-17,176.64,156.4,129.07,143.47,158.84,150.66,151.49,143.27,160.6,174.36,165.11,190.46,180.81,180.51,165.86,148.08,178.06,120.19,132.38,158.65,173.15,143.18,157.68,157.06,189.39,133.58,148.99,183.42,156.15,193.22,139.24,130.65,175.38,158.67,138.0,114.05,138.85,156.23,179.65,117.32,166.4,190.12,158.69,145.43,117.25,129.93
2022-11-18,176.78,156.19,129.01,143.53,158.78,150.73,151.45,142.94,160.41,173.11,165.17,190.69,180.42,180.42,165.92,148.11,178.17,120.08,132.42,158.75,173.19,143.31,157.91,156.94,189.58,133.55,148.92,183.82,155.82,193.93,139.35,130.32,175.71,158.41,137.71,113.67,139.05,155.92,179.53,117.19,167.07,190.45,158.95,145.17,117.17,129.52
2022-11-19,176.8,155.92,128.9,143.57,158.63,150.52,151.32,142.61,160.06,173.16,165.1,190.47,179.78,180.33,165.87,147.93,178.08,119.72,132.35,158.63,172.99,143.45,157.87,156.47,189.41,133.12,148.58,184.27,155.42,194.25,139.45,129.35,175.83,158.13,137.11,113.0,139.21,155.18,179.29,117.03,167.7,190.51,159.21,144.66,117.01,128.89
2022-11-20,176.85,155.88,128.91,143.74,158.58,150.5,151.27,142.18,160.08,173.17,165.2,190.39,179.24,180.32,165.98,148.05,178.25,119.55,132.33,158.67,172.97,143.65,158.01,156.19,189.26,132.9,148.51,184.81,155.18,194.69,139.65,128.91,176.2,158.05,136.71,112.71,139.45,154.75,179.11,116.97,168.49,190.81,159.56,144.37,117.03,128.5
2022-11-21,176.91,155.9,128.99,143.92,158.53,150.42,151.24,141.56,160.03,173.38,165.35,190.17,178.84,180.42,166.13,148.17,178.4,119.36,132.23,158.76,173.03,143.9,158.01,155.9,189.11,132.58,148.79,185.33,154.98,195.25,139.87,128.5,176.51,158.01,136.36,112.77,139.76,154.42,178.96,117.36,168.3,191.04,160.0,144.07,117.01,128.12
2022-11-22,177.05,156.01,129.02,144.1,158.47,150.57,151.11,140.98,160.12,174.0,165.47,190.13,178.7,180.41,166.35,148.14,178.72,119.17,132.18,158.96,173.1,144.08,158.03,155.71,189.13,132.51,148.8,185.88,154.83,195.7,140.14,128.27,176.92,158.09,135.99,112.83,140.07,154.17,178.83,117.82,168.19,191.23,160.38,143.75,116.97,127.83
