DATE,Construction,Legal,CustomerService,Architecture,Community_SocialService,ScientificResearch_Development,Security_PublicSafety,Driving,LogisticsSupport,Dental,Admininstrative,Productions_Manufacturing,Loading_Stocking,Childcare,Nursing,Insurance,MedicalTechnician,Marketing,ITOperations_Helpdesk,Installation_Maintenance,MedicalInformation,Retail,IndustrialEngineering,ProjectManagement,Accounting,Mathematics,Banking_Finance,PersonalCare_HomeHealth,Sports,CilvilEngineering,Management,Media_Communication,ElectricalEngineering,Education_Instruction,InformationDesign_Documentation,Hospitality_Tourism,FoodPreparation_Service,HumanResource,Therapy,Beauty_Wellness,Veterinary,Physicians_Surgeons,Cleaning_Sanitation,SoftwareDevelopment,Sales,Arts_Entertainment,Average,Sum
2020-02-11,3.7657088,0.6408126399999999,5.223751729999999,0.6426192,1.28991291,1.2897838799999999,3.1683807600000002,3.6418368,3.7304827000000005,1.29133224,100.44,4.50842263,2.60924466,1.90433845,3.8535805,1.97208095,1.93569355,1.95930665,2.56718088,3.2364451400000003,0.6477808,5.09162245,1.2820420799999999,1.2873323099999998,1.2998482199999999,0.65113584,1.31210607,2.6476955999999996,0.63687692,100.28,2.60330928,1.30113852,1.2988159799999999,2.62292184,0.63784472,3.18418718,3.8094511,1.2931386599999999,1.26952617,1.2593328,0.66700776,1.30204173,2.5615035600000002,1.92408055,3.8589999,0.6384899199999999,6.41389445717391,295.0391450299999
2020-02-12,3.7583539000000004,0.64016744,5.2263323800000006,0.6422320800000001,1.28952582,1.28759037,3.1661227000000003,3.6639015,3.7165471000000005,1.2870742499999999,100.39,4.50977746,2.61388974,1.90472555,3.8547418,1.97421,1.9362742000000002,1.96240345,2.5627938599999998,3.23321934,0.65016804,5.09317084,1.28113887,1.28630007,1.3006224,0.6533295200000001,1.31984787,2.6502762,0.63461872,100.4,2.60356734,1.30475136,1.30023531,2.62421214,0.63687692,3.1725743,3.8040317,1.29184836,1.2673326599999999,1.25713929,0.67010472,1.30036434,2.55943908,1.9234999,3.8589999,0.63919964,6.4152941832608725,295.10353243000014
2020-02-13,3.7517732,0.64029648,5.2278807700000005,0.64236112,1.2873323099999998,1.28604201,3.1638646400000003,3.6875146000000005,3.7014502000000005,1.28242917,100.29,4.51564839,2.6162122799999996,1.90472555,3.8489353000000004,1.9749842000000002,1.9335645000000001,1.9653067000000002,2.56047132,3.2303161200000003,0.6519100800000001,5.10142892,1.28023566,1.2857839500000001,1.2998482199999999,0.6549425200000001,1.32591228,2.65234068,0.63313476,100.54,2.60459958,1.30642875,1.2998482199999999,2.62550244,0.6358446,3.1628969000000002,3.7982252000000005,1.29042903,1.25959086,1.2549457800000001,0.6689433600000001,1.2967515,2.5566004199999997,1.9229192499999999,3.8582257,0.6397158000000001,6.415611159130435,295.11811332
2020-02-14,3.7498377000000005,0.6408771600000001,5.22942916,0.64365152,1.28500977,1.28630007,3.1628969000000002,3.7281601,3.689063,1.27920342,100.35,4.52422898,2.62240572,1.9053062,3.8481611,1.97633905,1.9325967499999999,1.9684035000000002,2.55943908,3.2293483800000002,0.65397472,5.10607409,1.27881633,1.28565492,1.30178367,0.6555232,1.33339602,2.6469214199999995,0.63113464,100.75,2.6048576399999996,1.31004159,1.2994611299999999,2.6270507999999997,0.63494132,3.1580582000000006,3.7939671,1.28965485,1.25352645,1.25468772,0.66720132,1.2941709,2.554794,1.92369345,3.8593870000000003,0.6408126399999999,6.422179188695652,295.42024268
2020-02-15,3.747128,0.64049004,5.20878396,0.6444902800000001,1.2825582,1.28320335,3.15999368,3.7506119,3.6743532,1.27546155,100.05,4.52874508,2.6190509399999997,1.9056933,3.8415804,1.9757584000000001,1.9281451,1.9678228500000001,2.55763266,3.2112839,0.6552006,5.11846121,1.2766228199999998,1.28462268,1.29636441,0.65500704,1.33662177,2.64098604,0.62977972,100.7,2.5883418,1.30978353,1.29700956,2.6262766199999996,0.63313476,3.1509614400000006,3.7854509000000003,1.28655813,1.24733301,1.25468772,0.6693950000000001,1.29042903,2.5509231,1.9223386,3.8559031,0.6406190800000001,6.412078227391302,294.9555984599999
2020-02-16,3.7475151,0.64074812,5.18968715,0.64532904,1.2816549899999998,1.2830743199999999,3.1590259400000003,3.7699669,3.6662241,1.27417125,99.93,4.53777728,2.6205993,1.9076288000000001,3.8377094,1.9761454999999999,1.92640315,1.9685970499999998,2.5566004199999997,3.1948323200000006,0.65687812,5.13239672,1.27533252,1.28500977,1.29533217,0.6554586800000001,1.3446216299999998,2.63659902,0.6282312400000001,100.86,2.57260014,1.31171898,1.29636441,2.62730886,0.63210244,3.14709048,3.7831283000000004,1.28539686,1.2421718099999999,1.25442966,0.6722338800000001,1.2873323099999998,2.5483425,1.92253215,3.8528063,0.64126428,6.412182029565217,294.96037336
2020-02-17,3.7556442,0.64126428,5.16697743,0.64590972,1.28049372,1.28320335,3.1625743200000005,3.7850638,3.661966,1.27326804,99.83,4.5431966,2.62034124,1.90898365,3.8349997,1.97479065,1.92369345,1.96588735,2.5540198199999997,3.1787033200000003,0.6583620800000001,5.1396225399999995,1.27326804,1.28462268,1.29352575,0.6554586800000001,1.34255715,2.63169588,0.6266182400000001,101.04,2.55634236,1.3135253999999998,1.29404187,2.6278249799999998,0.6305539600000001,3.1380582400000003,3.7804186,1.2833323799999998,1.23701061,1.25352645,0.67436304,1.28436462,2.54498772,1.9217579500000002,3.8450643,0.64171592,6.412252175652176,294.9636000800001
2020-02-18,3.7699669,0.6422320800000001,5.1458161,0.64571616,1.28010663,1.28346141,3.1693485000000003,3.7959026000000002,3.6553853000000003,1.27326804,99.75,4.54951914,2.6205993,1.9099514000000002,3.8326771,1.9757584000000001,1.92330635,1.9637582999999998,2.55427788,3.16483238,0.66023316,5.1494290099999995,1.27236483,1.28500977,1.29197739,0.65558772,1.3406217,2.6291152799999997,0.6258440000000001,101.12,2.5393104,1.31004159,1.29133224,2.62730886,0.6297152,3.1348324400000003,3.7792573,1.2819130499999998,1.23159135,1.25352645,0.6768148,1.2823001399999998,2.5426651799999997,1.9227257000000002,3.8404191,0.6426837200000001,6.411358790217391,294.92250435
2020-02-19,3.7842896,0.6421675600000001,5.12310638,0.64532904,1.27778409,1.28359044,3.16644528,3.7947413,3.6507401,1.27313901,99.7,4.55403524,2.6180187,1.9084029999999998,3.8291932,1.9761454999999999,1.9242741,1.9625970000000001,2.55298758,3.1483808,0.65945892,5.15562257,1.2700422900000001,1.28488074,1.29055806,0.6553941600000001,1.33984752,2.63014752,0.62494072,100.9,2.52021396,1.30513845,1.28849358,2.62369602,0.62926356,3.12870342,3.7757734000000003,1.27971954,1.22888172,1.25236518,0.67662124,1.2816549899999998,2.5406007,1.92253215,3.8346126000000003,0.643587,6.40343734630435,294.5581179300001
2020-02-20,3.7997736,0.6415223600000001,5.10091279,0.64461932,1.2772679699999998,1.28320335,3.1670904400000004,3.7823541,3.6476433000000004,1.2730099799999999,99.56,4.55629329,2.61053496,1.90859655,3.8268706,1.9775003500000001,1.9250483,1.9612421500000001,2.5527295199999998,3.1328969600000005,0.6588782400000001,5.15820322,1.26823587,1.28500977,1.28591298,0.6555232,1.33829916,2.62937334,0.6248762,100.61,2.5018917,1.30126755,1.2870742499999999,2.6205993,0.62919904,3.1222518200000002,3.7734508000000004,1.277397,1.22617209,1.251591,0.67668576,1.2816549899999998,2.5393104,1.9227257000000002,3.8319029,0.64429672,6.3919759323913015,294.03089288999985
2020-02-21,3.8183544,0.6408771600000001,5.0792353299999995,0.6431998800000001,1.2776550599999998,1.2820420799999999,3.1687033400000004,3.7746121,3.6402884,1.27326804,99.4,4.55900295,2.60098674,1.90898365,3.8202899,1.97866165,1.9252418500000001,1.9610486,2.55040698,3.11741312,0.6582975600000001,5.17420325,1.26668751,1.2847517099999999,1.28049372,0.65416828,1.3363637099999999,2.6296314,0.62571496,100.28,2.4843436199999998,1.2930096299999998,1.28500977,2.61724452,0.62913452,3.11902602,3.7641603999999997,1.2766228199999998,1.22217216,1.25701026,0.6771374,1.2812679,2.5354395,1.9223386,3.8295803000000004,0.64416768,6.379309748478258,293.44824842999986
2020-02-22,3.8369352,0.63958676,5.0735579,0.6416514000000001,1.277397,1.28152596,3.1683807600000002,3.7564184000000003,3.6333206000000002,1.2757196100000001,99.34,4.5553900700000005,2.59118046,1.9132417499999999,3.8214512000000003,1.9782745499999999,1.9275644500000002,1.9581453500000001,2.5380201,3.1148324800000005,0.6584911200000001,5.17059034,1.26436497,1.28346141,1.2761067,0.65352308,1.3354605,2.63272812,0.62623112,100.16,2.48047272,1.2866871599999998,1.2830743199999999,2.61518004,0.6284248000000001,3.11354216,3.7602894,1.2735261,1.2193334999999998,1.26204243,0.67384688,1.2816549899999998,2.5344072599999996,1.9200160000000002,3.8272577,0.6432644000000001,6.373621113478264,293.18657122000013
2020-02-23,3.8531934000000003,0.6393932,5.07046112,0.64119976,1.27817118,1.28178402,3.17160656,3.7320311,3.6340947999999997,1.2786872999999999,99.32,4.55855134,2.58292254,1.9151772500000002,3.8218383000000005,1.9819520000000002,1.92988705,1.9589195499999998,2.528988,3.11354216,0.65868468,5.16852582,1.264494,1.28423559,1.27120356,0.6538456800000001,1.3367508,2.63427648,0.62758604,100.01,2.4786663,1.28410656,1.28242917,2.6141478,0.62868288,3.1128970000000002,3.7540958000000004,1.2726228899999998,1.21817223,1.26823587,0.67062088,1.2826872299999998,2.53363308,1.9219515,3.8311287000000003,0.64332892,6.36955239326087,292.99941009
2020-02-24,3.8686774,0.63836088,5.0678804699999995,0.6408126399999999,1.27778409,1.2807517800000001,3.1683807600000002,3.6762887,3.6306109,1.28036469,99.31,4.56035778,2.58008388,1.9169192000000002,3.8206770000000003,1.98601655,1.9322096500000001,1.9602744,2.52098814,3.1112841,0.65913632,5.16542904,1.26475206,1.28500977,1.26926811,0.65410376,1.33907334,2.6363409599999996,0.62848932,99.73,2.47763406,1.2813969299999999,1.28217111,2.6128575,0.62900548,3.1161228,3.7486764000000004,1.27146162,1.21623678,1.27559058,0.6670722800000001,1.28281626,2.5323427799999996,1.92408055,3.8373223,0.6426192,6.362124615652176,292.6577323200001
2020-02-25,3.8760323,0.63771568,5.06168691,0.6406836,1.27713894,1.28049372,3.1616065800000004,3.6352561,3.6259657,1.28178402,99.33,4.56351905,2.57208402,1.91866115,3.8222253999999998,1.9898875500000002,1.9345322500000002,1.9616292499999999,2.5135044,3.1077357200000004,0.6601041200000001,5.15975161,1.26642945,1.28604201,1.26462303,0.6544263600000001,1.34113782,2.63556678,0.62952164,99.52,2.47789212,1.2838485,1.2826872299999998,2.6131155600000002,0.6293926,3.10902604,3.7459667,1.27042938,1.2146884199999999,1.28359044,0.6642334000000001,1.28346141,2.5323427799999996,1.9265967000000002,3.8435159000000003,0.64178044,6.356789408260868,292.4123127799999
2020-02-26,3.8876453000000004,0.6382963600000001,5.0529127,0.63965128,1.27881633,1.2819130499999998,3.16483238,3.5829976,3.6236431000000002,1.28500977,99.5,4.566680320000001,2.5689873,1.92330635,3.8257093,1.9931779,1.9362742000000002,1.9616292499999999,2.50782708,3.10547766,0.66126548,5.15355805,1.26901005,1.28746134,1.2650101200000001,0.65468444,1.34229909,2.63505066,0.63081204,99.41,2.48176302,1.28720328,1.2826872299999998,2.6149219799999996,0.6297152,3.09902606,3.7537087000000002,1.27017132,1.2143013299999998,1.2937838099999999,0.66178164,1.2838485,2.53750398,1.92988705,3.8489353000000004,0.6403610000000001,6.357902997826086,292.46353789999995
2020-02-27,3.8977099,0.6384899199999999,5.04517075,0.638748,1.28113887,1.28359044,3.16644528,3.5586103000000002,3.6224818,1.2883645499999998,99.8,4.56758354,2.5741484999999997,1.92679025,3.8319029,1.99879085,1.9397581000000002,1.9629841000000001,2.50008528,3.10031638,0.6632010800000001,5.152525789999999,1.2713325899999999,1.2887516399999999,1.26913908,0.6553296399999999,1.34655708,2.6358248399999997,0.63113464,99.26,2.48460168,1.28926776,1.28178402,2.6154380999999995,0.6304249199999999,3.0870906000000002,3.7591281000000003,1.27042938,1.21184976,1.2993321,0.65881372,1.28462268,2.5413748800000002,1.9339516,3.8547418,0.6386189600000001,6.3617038293478245,292.63837614999994
2020-02-28,3.9042906,0.6384254,5.03897719,0.63816732,1.28346141,1.28552589,3.1677356000000003,3.5210616,3.630998,1.29184836,100.06,4.56442227,2.5831806,1.9296935000000002,3.8408062000000003,1.9982102,1.9422742499999999,1.9635647500000002,2.4956982599999997,3.09709058,0.66462052,5.14633223,1.27391319,1.2908161200000001,1.27430028,0.65732976,1.34991186,2.63892156,0.6313282,99.16,2.4864081,1.2933967199999998,1.28217111,2.61724452,0.63113464,3.0754777200000003,3.7730637000000002,1.26926811,1.21184976,1.29700956,0.65474896,1.28565492,2.54808444,1.9389839000000002,3.8609354,0.63726404,6.365773941304348,292.8256013
2020-02-29,3.9089358,0.63965128,5.0425901,0.63765116,1.28526783,1.29004194,3.1732194600000003,3.4920291,3.6406755,1.2933967199999998,100.4,4.56803515,2.5968577799999997,1.92833865,3.851645,2.00227475,1.9467259000000001,1.9684035000000002,2.50344006,3.096768,0.66700776,5.1447838400000006,1.27842924,1.2948160499999999,1.2812679,0.6595879600000001,1.35713754,2.64072798,0.6316508000000001,99.14,2.49079512,1.29791277,1.2838485,2.61853482,0.6334573600000001,3.06676806,3.7850638,1.2719777399999999,1.2105594599999998,1.29520314,0.6535876,1.2877193999999998,2.5522134,1.9475001,3.8737097,0.6377802,6.37539104173913,293.26798792
2020-03-01,3.9108713,0.6393932,5.043106229999999,0.6370059600000001,1.28591298,1.29197739,3.1725743,3.4703515000000005,3.6406755,1.29455799,100.07,4.561261,2.6053737599999995,1.92795155,3.8636451000000003,2.00382315,1.9494356,1.9687906,2.5070529,3.0945099400000005,0.6687498000000001,5.13446124,1.27907439,1.29636441,1.28655813,0.6600396000000001,1.36023426,2.64434082,0.63158628,99.02,2.49260154,1.2967515,1.28242917,2.61750258,0.63429612,3.0516068,3.7959026000000002,1.27146162,1.20849498,1.29223545,0.65249076,1.2887516399999999,2.55711654,1.9511775500000001,3.8795162000000003,0.6368124000000001,6.365844050652173,292.82882632999997
2020-03-02,3.90971,0.6393932,5.04413849,0.63668336,1.2864290999999999,1.29455799,3.17225172,3.476158,3.6429981000000002,1.29610635,99.63,4.55945456,2.61053496,1.92717735,3.8760323,2.005178,1.9515646500000001,1.9687906,2.51066574,3.09289704,0.67010472,5.12465477,1.2799776,1.2977837399999999,1.2887516399999999,0.6606848000000001,1.36294389,2.64743754,0.63119916,98.93,2.49389184,1.29610635,1.28100984,2.6149219799999996,0.63532844,3.0332197400000003,3.8109995000000003,1.27081647,1.20539826,1.28862261,0.6519746,1.2903,2.56589058,1.95543565,3.8841614000000004,0.63590912,6.355179255434782,292.33824575
2020-03-03,3.9147423,0.63978032,5.05084818,0.63668336,1.28565492,1.29726762,3.17160656,3.4734483000000003,3.6437722999999997,1.2958482900000001,99.18,4.5558416799999994,2.62137348,1.9293064000000002,3.8810646,2.0075006,1.94885495,1.9684035000000002,2.5147947,3.0906389800000005,0.67074992,5.11381604,1.27933245,1.29868695,1.29391284,0.66094288,1.3664277,2.65105038,0.6310701200000001,98.78,2.49311766,1.2948160499999999,1.28010663,2.61079302,0.63636076,3.0241875,3.8168059999999997,1.2696552,1.19688228,1.28500977,0.65055516,1.29055806,2.56924536,1.95853245,3.8864840000000003,0.63436064,6.3424106708695644,291.75089085999997
2020-03-04,3.9170649,0.63945772,5.05859013,0.6375221200000001,1.28539686,1.2977837399999999,3.17160656,3.4862226,3.6441594,1.2944289599999999,98.57,4.5558416799999994,2.63195394,1.93066125,3.8783549,2.00846835,1.94575815,1.9672422,2.5199559000000002,3.0887035000000003,0.6701692400000001,5.10091279,1.27817118,1.29959016,1.29455799,0.6608783600000001,1.36887927,2.6433085800000002,0.63126368,98.75,2.48718228,1.2931386599999999,1.27894536,2.60588988,0.63732856,3.0151552600000002,3.8079027000000005,1.2683649,1.19107593,1.27236483,0.6490066800000001,1.29068709,2.56434222,1.9606615,3.8907421,0.63313476,6.327670148260873,291.07282682000016
2020-03-05,3.9190004,0.6397158000000001,5.06684821,0.63784472,1.28359044,1.2977837399999999,3.17128398,3.4715128,3.6422239000000003,1.2927515699999998,98.09,4.55855134,2.6386635,1.9277579999999999,3.8706129,2.0075006,1.94266135,1.9649196,2.5243429199999996,3.0899938200000006,0.66926596,5.08800954,1.27649379,1.29997725,1.2944289599999999,0.66055576,1.37068569,2.6371151399999997,0.6317798400000001,98.77,2.4827952599999996,1.29171933,1.27778409,2.60021256,0.63771568,3.0090262400000003,3.8013220000000003,1.26668751,1.1884953299999998,1.26488109,0.6478453200000001,1.2915903,2.5599552,1.96201635,3.8915163,0.63248956,6.316128774782609,290.54192364
2020-03-06,3.9170649,0.63965128,5.06581595,0.63758664,1.2813969299999999,1.2971385899999999,3.1693485000000003,3.4672547,3.6352561,1.28939679,97.63,4.56442227,2.6433085800000002,1.92408055,3.8617096,2.01427485,1.94033875,1.9612421500000001,2.52743964,3.08838092,0.66881432,5.0694288599999995,1.27391319,1.29959016,1.29365478,0.6603622,1.37249211,2.6309217,0.63203792,98.86,2.4786663,1.29107418,1.27597767,2.59376106,0.6380382800000001,2.99612304,3.7939671,1.26410691,1.1819148,1.2669455699999999,0.64829696,1.2927515699999998,2.5535037,1.96240345,3.8926776000000003,0.63210244,6.306057251304347,290.07863355999996
2020-03-07,3.9170649,0.6403610000000001,5.05704174,0.6377802,1.2812679,1.29610635,3.1628969000000002,3.4533191,3.6325464000000003,1.2870742499999999,97.17,4.5702932,2.6484697799999997,1.9223386,3.8493224,2.0195007,1.9366613000000001,1.9587260000000002,2.52924606,3.08741318,0.6675239199999999,5.06220304,1.27146162,1.29907404,1.2930096299999998,0.6601041200000001,1.37533077,2.62550244,0.6328121600000001,98.92,2.47660182,1.29055806,1.27455834,2.5883418,0.6380382800000001,2.9822521,3.7873864000000004,1.26242952,1.17765681,1.2608811599999998,0.64965188,1.29249351,2.54911668,1.96201635,3.8922905,0.63126368,6.29521714326087,289.57998859
2020-03-08,3.9151294,0.6406836,5.04981592,0.63726404,1.28036469,1.29494508,3.1580582000000006,3.4475126,3.6279012,1.2826872299999998,97.19,4.57706735,2.6528568,1.9219515,3.8326771,2.0218233,1.9331774,1.9552421,2.53079442,3.0841873800000004,0.66597544,5.057557869999999,1.26875199,1.29726762,1.29146127,0.6595879600000001,1.37816943,2.6182767599999996,0.63377996,98.9,2.47505346,1.29004194,1.2730099799999999,2.5818903,0.6375221200000001,2.96967148,3.7804186,1.2606230999999999,1.1733988199999998,1.2555909299999999,0.65087776,1.29184836,2.54163294,1.96008085,3.8911292,0.6342316,6.292869327173915,289.4719890500001
2020-03-09,3.90971,0.6408126399999999,5.03691267,0.6358446,1.27933245,1.2931386599999999,3.1519291799999998,3.4444158000000002,3.6178366,1.27146162,97.16,4.57706735,2.6513084399999998,1.9219515,3.8109995000000003,2.0214362,1.9296935000000002,1.9507904500000002,2.52743964,3.0777357800000003,0.6635882,5.0477514,1.26384885,1.29494508,1.2887516399999999,0.6582975600000001,1.38075003,2.60872854,0.63526392,98.8,2.47324704,1.28849358,1.26978423,2.57698716,0.63655432,2.9541876400000002,3.766483,1.25842959,1.17081822,1.2508168199999998,0.65145844,1.29017097,2.528988,1.95582275,3.8868711,0.63719952,6.28582726478261,289.1480541800001
2020-03-10,3.8969357000000002,0.64074812,5.0255578100000005,0.63436064,1.27971954,1.2928806,3.14773564,3.4366738000000003,3.6120301,1.2619133999999999,97.34,4.58700277,2.65492128,1.9242741,3.7928058000000004,2.0210491,1.93066125,1.9482743,2.5243429199999996,3.0738648200000003,0.66152356,5.043106229999999,1.26242952,1.2941709,1.28591298,0.6574588,1.38462093,2.60588988,0.63642528,98.87,2.47453734,1.28681619,1.26926811,2.5780194,0.6358446,2.9425747600000003,3.7591281000000003,1.25868765,1.17468912,1.2477201,0.65236172,1.28939679,2.51814948,1.9540807999999998,3.8849356,0.64139332,6.28901940978261,289.29489285000005
